,Emission,Channel_number,comp,time,Type,intensity1,d1_time,Totalbio,Leaf3,gt
5426,1e-08,49,DMNT,12,MO17,6,11.5,1.69,0.54,MO17
5427,0.285238,49,DMNT,12.5,MO17,6,11.5,1.69,0.54,MO17
5428,1e-08,49,DMNT,13,MO17,6,11.5,1.69,0.54,MO17
5429,1e-08,49,DMNT,13.5,MO17,6,11.5,1.69,0.54,MO17
5430,1.04702,49,DMNT,14,MO17,6,11.5,1.69,0.54,MO17
5431,0.862018,49,DMNT,14.5,MO17,6,11.5,1.69,0.54,MO17
5432,0.141025,49,DMNT,15,MO17,6,11.5,1.69,0.54,MO17
5433,0.629159,49,DMNT,15.5,MO17,6,11.5,1.69,0.54,MO17
5434,1e-08,49,DMNT,16,MO17,6,11.5,1.69,0.54,MO17
5435,1e-08,49,DMNT,16.5,MO17,6,11.5,1.69,0.54,MO17
5436,0.761461,49,DMNT,17,MO17,6,11.5,1.69,0.54,MO17
5437,0.404729,49,DMNT,17.5,MO17,6,11.5,1.69,0.54,MO17
5438,0.416469,49,DMNT,18,MO17,6,11.5,1.69,0.54,MO17
5439,1e-08,49,DMNT,18.5,MO17,6,11.5,1.69,0.54,MO17
5440,0.512694,49,DMNT,19,MO17,6,11.5,1.69,0.54,MO17
5441,1.27364,49,DMNT,19.5,MO17,6,11.5,1.69,0.54,MO17
5442,1e-08,49,DMNT,20,MO17,6,11.5,1.69,0.54,MO17
5443,0.344562,49,DMNT,20.5,MO17,6,11.5,1.69,0.54,MO17
5444,0.833226,49,DMNT,21,MO17,6,11.5,1.69,0.54,MO17
5445,0.910422,49,DMNT,21.5,MO17,6,11.5,1.69,0.54,MO17
5626,1.67445,53,DMNT,-0.5,MO17,6,11.5,2.07,0.63,MO17
5627,0.550431,53,DMNT,0,MO17,6,11.5,2.07,0.63,MO17
5628,0.608485,53,DMNT,0.5,MO17,6,11.5,2.07,0.63,MO17
5629,0.668443,53,DMNT,1,MO17,6,11.5,2.07,0.63,MO17
5630,2.97524,53,DMNT,1.5,MO17,6,11.5,2.07,0.63,MO17
5631,6.00207,53,DMNT,2,MO17,6,11.5,2.07,0.63,MO17
5632,10.0093,53,DMNT,2.5,MO17,6,11.5,2.07,0.63,MO17
5633,8.65573,53,DMNT,3,MO17,6,11.5,2.07,0.63,MO17
5634,8.25012,53,DMNT,3.5,MO17,6,11.5,2.07,0.63,MO17
5635,7.13628,53,DMNT,4,MO17,6,11.5,2.07,0.63,MO17
5636,5.73767,53,DMNT,4.5,MO17,6,11.5,2.07,0.63,MO17
5637,5.41034,53,DMNT,5,MO17,6,11.5,2.07,0.63,MO17
5638,3.64789,53,DMNT,5.5,MO17,6,11.5,2.07,0.63,MO17
5639,3.34213,53,DMNT,6,MO17,6,11.5,2.07,0.63,MO17
5640,4.76379,53,DMNT,6.5,MO17,6,11.5,2.07,0.63,MO17
5641,2.60238,53,DMNT,7,MO17,6,11.5,2.07,0.63,MO17
5642,3.29457,53,DMNT,7.5,MO17,6,11.5,2.07,0.63,MO17
5643,1.40951,53,DMNT,8,MO17,6,11.5,2.07,0.63,MO17
5644,1.51963,53,DMNT,8.5,MO17,6,11.5,2.07,0.63,MO17
5645,1.80456,53,DMNT,9,MO17,6,11.5,2.07,0.63,MO17
5646,0.592162,53,DMNT,9.5,MO17,6,11.5,2.07,0.63,MO17
5647,0.801755,53,DMNT,10,MO17,6,11.5,2.07,0.63,MO17
5648,1.82041,53,DMNT,10.5,MO17,6,11.5,2.07,0.63,MO17
5649,0.912844,53,DMNT,11,MO17,6,11.5,2.07,0.63,MO17
5650,1e-08,53,DMNT,11.5,MO17,6,11.5,2.07,0.63,MO17
5651,1.0189,53,DMNT,12,MO17,6,11.5,2.07,0.63,MO17
5652,0.114594,53,DMNT,12.5,MO17,6,11.5,2.07,0.63,MO17
5653,0.665155,53,DMNT,13,MO17,6,11.5,2.07,0.63,MO17
5654,0.157229,53,DMNT,13.5,MO17,6,11.5,2.07,0.63,MO17
5655,0.609918,53,DMNT,14,MO17,6,11.5,2.07,0.63,MO17
5656,0.263429,53,DMNT,14.5,MO17,6,11.5,2.07,0.63,MO17
5657,0.944488,53,DMNT,15,MO17,6,11.5,2.07,0.63,MO17
5658,0.363305,53,DMNT,15.5,MO17,6,11.5,2.07,0.63,MO17
5659,1e-08,53,DMNT,16,MO17,6,11.5,2.07,0.63,MO17
5660,0.0776484,53,DMNT,16.5,MO17,6,11.5,2.07,0.63,MO17
5661,0.110067,53,DMNT,17,MO17,6,11.5,2.07,0.63,MO17
5662,0.716919,53,DMNT,17.5,MO17,6,11.5,2.07,0.63,MO17
5663,0.506635,53,DMNT,18,MO17,6,11.5,2.07,0.63,MO17
5664,0.525167,53,DMNT,18.5,MO17,6,11.5,2.07,0.63,MO17
5665,0.960908,53,DMNT,19,MO17,6,11.5,2.07,0.63,MO17
5666,0.519343,53,DMNT,19.5,MO17,6,11.5,2.07,0.63,MO17
5667,0.298459,53,DMNT,20,MO17,6,11.5,2.07,0.63,MO17
5668,0.821896,53,DMNT,20.5,MO17,6,11.5,2.07,0.63,MO17
5669,0.641515,53,DMNT,21,MO17,6,11.5,2.07,0.63,MO17
5670,1e-08,53,DMNT,21.5,MO17,6,11.5,2.07,0.63,MO17
5851,1e-08,60,DMNT,-0.5,a,0,NA,1.54,0.49,MO17
5852,1.07922,60,DMNT,0,a,0,NA,1.54,0.49,MO17
5853,1e-08,60,DMNT,0.5,a,0,NA,1.54,0.49,MO17
5854,1.24247,60,DMNT,1,a,0,NA,1.54,0.49,MO17
5855,1.26542,60,DMNT,1.5,a,0,NA,1.54,0.49,MO17
5856,0.770643,60,DMNT,2,a,0,NA,1.54,0.49,MO17
5857,0.701667,60,DMNT,2.5,a,0,NA,1.54,0.49,MO17
5858,0.183305,60,DMNT,3,a,0,NA,1.54,0.49,MO17
5859,0.702578,60,DMNT,3.5,a,0,NA,1.54,0.49,MO17
5860,0.538139,60,DMNT,4,a,0,NA,1.54,0.49,MO17
5861,1.52533,60,DMNT,4.5,a,0,NA,1.54,0.49,MO17
5862,0.638608,60,DMNT,5,a,0,NA,1.54,0.49,MO17
5863,1.10522,60,DMNT,5.5,a,0,NA,1.54,0.49,MO17
5864,0.3954,60,DMNT,6,a,0,NA,1.54,0.49,MO17
5865,0.956536,60,DMNT,6.5,a,0,NA,1.54,0.49,MO17
5866,1.00071,60,DMNT,7,a,0,NA,1.54,0.49,MO17
5867,0.909369,60,DMNT,7.5,a,0,NA,1.54,0.49,MO17
5868,0.873826,60,DMNT,8,a,0,NA,1.54,0.49,MO17
5869,1.23079,60,DMNT,8.5,a,0,NA,1.54,0.49,MO17
5870,0.395851,60,DMNT,9,a,0,NA,1.54,0.49,MO17
5871,0.865192,60,DMNT,9.5,a,0,NA,1.54,0.49,MO17
5872,0.107244,60,DMNT,10,a,0,NA,1.54,0.49,MO17
5873,1e-08,60,DMNT,10.5,a,0,NA,1.54,0.49,MO17
5874,0.600928,60,DMNT,11,a,0,NA,1.54,0.49,MO17
5875,0.618428,60,DMNT,11.5,a,0,NA,1.54,0.49,MO17
5876,1e-08,60,DMNT,12,a,0,NA,1.54,0.49,MO17
5877,0.407039,60,DMNT,12.5,a,0,NA,1.54,0.49,MO17
5878,0.522122,60,DMNT,13,a,0,NA,1.54,0.49,MO17
5879,1.10242,60,DMNT,13.5,a,0,NA,1.54,0.49,MO17
5880,0.381938,60,DMNT,14,a,0,NA,1.54,0.49,MO17
5881,0.956019,60,DMNT,14.5,a,0,NA,1.54,0.49,MO17
5882,0.918113,60,DMNT,15,a,0,NA,1.54,0.49,MO17
5883,0.630656,60,DMNT,15.5,a,0,NA,1.54,0.49,MO17
5884,1.01636,60,DMNT,16,a,0,NA,1.54,0.49,MO17
5885,1e-08,60,DMNT,16.5,a,0,NA,1.54,0.49,MO17
5886,0.738902,60,DMNT,17,a,0,NA,1.54,0.49,MO17
5887,1e-08,60,DMNT,17.5,a,0,NA,1.54,0.49,MO17
5888,1.353,60,DMNT,18,a,0,NA,1.54,0.49,MO17
5889,0.566049,60,DMNT,18.5,a,0,NA,1.54,0.49,MO17
5890,0.761762,60,DMNT,19,a,0,NA,1.54,0.49,MO17
5891,0.865345,60,DMNT,19.5,a,0,NA,1.54,0.49,MO17
5892,0.157267,60,DMNT,20,a,0,NA,1.54,0.49,MO17
5893,0.105422,60,DMNT,20.5,a,0,NA,1.54,0.49,MO17
5894,0.73228,60,DMNT,21,a,0,NA,1.54,0.49,MO17
5895,0.953758,60,DMNT,21.5,a,0,NA,1.54,0.49,MO17
6751,0.796442,91,DMNT,-0.5,MO17,6,11.5,1.41,0.49,MO17
6752,0.564905,91,DMNT,0,MO17,6,11.5,1.41,0.49,MO17
6753,0.896031,91,DMNT,0.5,MO17,6,11.5,1.41,0.49,MO17
6754,1e-08,91,DMNT,1,MO17,6,11.5,1.41,0.49,MO17
6755,1.46452,91,DMNT,1.5,MO17,6,11.5,1.41,0.49,MO17
6756,3.83179,91,DMNT,2,MO17,6,11.5,1.41,0.49,MO17
6757,8.19086,91,DMNT,2.5,MO17,6,11.5,1.41,0.49,MO17
6758,11.6946,91,DMNT,3,MO17,6,11.5,1.41,0.49,MO17
6759,12.3893,91,DMNT,3.5,MO17,6,11.5,1.41,0.49,MO17
6760,9.22074,91,DMNT,4,MO17,6,11.5,1.41,0.49,MO17
6761,7.95509,91,DMNT,4.5,MO17,6,11.5,1.41,0.49,MO17
6762,1e-08,91,DMNT,5,MO17,6,11.5,1.41,0.49,MO17
6763,1.13622,91,DMNT,5.5,MO17,6,11.5,1.41,0.49,MO17
6764,5.31647,91,DMNT,6,MO17,6,11.5,1.41,0.49,MO17
6765,5.82092,91,DMNT,6.5,MO17,6,11.5,1.41,0.49,MO17
6766,3.82581,91,DMNT,7,MO17,6,11.5,1.41,0.49,MO17
6767,5.31948,91,DMNT,7.5,MO17,6,11.5,1.41,0.49,MO17
6768,4.5253,91,DMNT,8,MO17,6,11.5,1.41,0.49,MO17
6769,1.79388,91,DMNT,8.5,MO17,6,11.5,1.41,0.49,MO17
6770,2.75899,91,DMNT,9,MO17,6,11.5,1.41,0.49,MO17
6771,1e-08,91,DMNT,9.5,MO17,6,11.5,1.41,0.49,MO17
6772,1e-08,91,DMNT,10,MO17,6,11.5,1.41,0.49,MO17
6773,0.21075,91,DMNT,10.5,MO17,6,11.5,1.41,0.49,MO17
6774,0.58455,91,DMNT,11,MO17,6,11.5,1.41,0.49,MO17
6775,1e-08,91,DMNT,11.5,MO17,6,11.5,1.41,0.49,MO17
6776,0.802188,91,DMNT,12,MO17,6,11.5,1.41,0.49,MO17
6777,1.18244,91,DMNT,12.5,MO17,6,11.5,1.41,0.49,MO17
6778,1.27993,91,DMNT,13,MO17,6,11.5,1.41,0.49,MO17
6779,0.366297,91,DMNT,13.5,MO17,6,11.5,1.41,0.49,MO17
6780,0.860171,91,DMNT,14,MO17,6,11.5,1.41,0.49,MO17
6781,0.382003,91,DMNT,14.5,MO17,6,11.5,1.41,0.49,MO17
6782,0.481952,91,DMNT,15,MO17,6,11.5,1.41,0.49,MO17
6783,1.09841,91,DMNT,15.5,MO17,6,11.5,1.41,0.49,MO17
6784,0.722494,91,DMNT,16,MO17,6,11.5,1.41,0.49,MO17
6785,0.300874,91,DMNT,16.5,MO17,6,11.5,1.41,0.49,MO17
6786,1e-08,91,DMNT,17,MO17,6,11.5,1.41,0.49,MO17
6787,0.506614,91,DMNT,17.5,MO17,6,11.5,1.41,0.49,MO17
6788,0.248409,91,DMNT,18,MO17,6,11.5,1.41,0.49,MO17
6789,1.00869,91,DMNT,18.5,MO17,6,11.5,1.41,0.49,MO17
6790,0.141147,91,DMNT,19,MO17,6,11.5,1.41,0.49,MO17
6791,0.363358,91,DMNT,19.5,MO17,6,11.5,1.41,0.49,MO17
6792,0.239252,91,DMNT,20,MO17,6,11.5,1.41,0.49,MO17
6793,1.11902,91,DMNT,20.5,MO17,6,11.5,1.41,0.49,MO17
6794,0.961861,91,DMNT,21,MO17,6,11.5,1.41,0.49,MO17
6795,1.06976,91,DMNT,21.5,MO17,6,11.5,1.41,0.49,MO17
7426,0.348356,18,DMNT,-0.5,a,0,NA,1.78,0.44,NC3000
7427,0.499572,18,DMNT,0,a,0,NA,1.78,0.44,NC3000
7428,0.802909,18,DMNT,0.5,a,0,NA,1.78,0.44,NC3000
7429,0.639934,18,DMNT,1,a,0,NA,1.78,0.44,NC3000
7430,1e-08,18,DMNT,1.5,a,0,NA,1.78,0.44,NC3000
7431,1.14434,18,DMNT,2,a,0,NA,1.78,0.44,NC3000
7432,0.0849673,18,DMNT,2.5,a,0,NA,1.78,0.44,NC3000
7433,0.523872,18,DMNT,3,a,0,NA,1.78,0.44,NC3000
7434,1e-08,18,DMNT,3.5,a,0,NA,1.78,0.44,NC3000
7435,1.04312,18,DMNT,4,a,0,NA,1.78,0.44,NC3000
7436,1.41858,18,DMNT,4.5,a,0,NA,1.78,0.44,NC3000
7437,0.227966,18,DMNT,5,a,0,NA,1.78,0.44,NC3000
7438,1e-08,18,DMNT,5.5,a,0,NA,1.78,0.44,NC3000
7439,1e-08,18,DMNT,6,a,0,NA,1.78,0.44,NC3000
7440,1e-08,18,DMNT,6.5,a,0,NA,1.78,0.44,NC3000
7441,0.474069,18,DMNT,7,a,0,NA,1.78,0.44,NC3000
7442,0.701521,18,DMNT,7.5,a,0,NA,1.78,0.44,NC3000
7443,1e-08,18,DMNT,8,a,0,NA,1.78,0.44,NC3000
7444,1e-08,18,DMNT,8.5,a,0,NA,1.78,0.44,NC3000
7445,0.539208,18,DMNT,9,a,0,NA,1.78,0.44,NC3000
7446,0.573515,18,DMNT,9.5,a,0,NA,1.78,0.44,NC3000
7447,0.485873,18,DMNT,10,a,0,NA,1.78,0.44,NC3000
7448,1e-08,18,DMNT,10.5,a,0,NA,1.78,0.44,NC3000
7449,0.636445,18,DMNT,11,a,0,NA,1.78,0.44,NC3000
7450,1e-08,18,DMNT,11.5,a,0,NA,1.78,0.44,NC3000
7451,0.546444,18,DMNT,12,a,0,NA,1.78,0.44,NC3000
7452,0.447202,18,DMNT,12.5,a,0,NA,1.78,0.44,NC3000
7453,0.36461,18,DMNT,13,a,0,NA,1.78,0.44,NC3000
7454,1e-08,18,DMNT,13.5,a,0,NA,1.78,0.44,NC3000
7455,0.782547,18,DMNT,14,a,0,NA,1.78,0.44,NC3000
7456,0.411087,18,DMNT,14.5,a,0,NA,1.78,0.44,NC3000
7457,1e-08,18,DMNT,15,a,0,NA,1.78,0.44,NC3000
7458,1e-08,18,DMNT,15.5,a,0,NA,1.78,0.44,NC3000
7459,0.162978,18,DMNT,16,a,0,NA,1.78,0.44,NC3000
7460,1.04591,18,DMNT,16.5,a,0,NA,1.78,0.44,NC3000
7461,1e-08,18,DMNT,17,a,0,NA,1.78,0.44,NC3000
7462,0.355888,18,DMNT,17.5,a,0,NA,1.78,0.44,NC3000
7463,0.645885,18,DMNT,18,a,0,NA,1.78,0.44,NC3000
7464,0.3708,18,DMNT,18.5,a,0,NA,1.78,0.44,NC3000
7465,1e-08,18,DMNT,19,a,0,NA,1.78,0.44,NC3000
7466,1.09668,18,DMNT,19.5,a,0,NA,1.78,0.44,NC3000
7467,1e-08,18,DMNT,20,a,0,NA,1.78,0.44,NC3000
7468,0.104835,18,DMNT,20.5,a,0,NA,1.78,0.44,NC3000
7469,0.13488,18,DMNT,21,a,0,NA,1.78,0.44,NC3000
7470,1e-08,18,DMNT,21.5,a,0,NA,1.78,0.44,NC3000
7876,1.63051,23,DMNT,-0.5,NC3000,6,11.5,1.96,0.47,NC3000
7877,1.0109,23,DMNT,0,NC3000,6,11.5,1.96,0.47,NC3000
7878,1.34616,23,DMNT,0.5,NC3000,6,11.5,1.96,0.47,NC3000
7879,1.54499,23,DMNT,1,NC3000,6,11.5,1.96,0.47,NC3000
7880,8.11001,23,DMNT,1.5,NC3000,6,11.5,1.96,0.47,NC3000
7881,23.03,23,DMNT,2,NC3000,6,11.5,1.96,0.47,NC3000
7882,30.6138,23,DMNT,2.5,NC3000,6,11.5,1.96,0.47,NC3000
7883,30.6283,23,DMNT,3,NC3000,6,11.5,1.96,0.47,NC3000
7884,30.3271,23,DMNT,3.5,NC3000,6,11.5,1.96,0.47,NC3000
7885,28.3848,23,DMNT,4,NC3000,6,11.5,1.96,0.47,NC3000
7886,25.4963,23,DMNT,4.5,NC3000,6,11.5,1.96,0.47,NC3000
7887,19.8763,23,DMNT,5,NC3000,6,11.5,1.96,0.47,NC3000
7888,19.1884,23,DMNT,5.5,NC3000,6,11.5,1.96,0.47,NC3000
7889,15.0668,23,DMNT,6,NC3000,6,11.5,1.96,0.47,NC3000
7890,12.6939,23,DMNT,6.5,NC3000,6,11.5,1.96,0.47,NC3000
7891,13.3931,23,DMNT,7,NC3000,6,11.5,1.96,0.47,NC3000
7892,10.6199,23,DMNT,7.5,NC3000,6,11.5,1.96,0.47,NC3000
7893,8.52791,23,DMNT,8,NC3000,6,11.5,1.96,0.47,NC3000
7894,6.58044,23,DMNT,8.5,NC3000,6,11.5,1.96,0.47,NC3000
7895,6.46073,23,DMNT,9,NC3000,6,11.5,1.96,0.47,NC3000
7896,6.37257,23,DMNT,9.5,NC3000,6,11.5,1.96,0.47,NC3000
7897,5.41095,23,DMNT,10,NC3000,6,11.5,1.96,0.47,NC3000
7898,2.33879,23,DMNT,10.5,NC3000,6,11.5,1.96,0.47,NC3000
7899,2.17284,23,DMNT,11,NC3000,6,11.5,1.96,0.47,NC3000
7900,1.88127,23,DMNT,11.5,NC3000,6,11.5,1.96,0.47,NC3000
7901,2.34533,23,DMNT,12,NC3000,6,11.5,1.96,0.47,NC3000
7902,1.97383,23,DMNT,12.5,NC3000,6,11.5,1.96,0.47,NC3000
7903,1.70974,23,DMNT,13,NC3000,6,11.5,1.96,0.47,NC3000
7904,1.0713,23,DMNT,13.5,NC3000,6,11.5,1.96,0.47,NC3000
7905,0.916706,23,DMNT,14,NC3000,6,11.5,1.96,0.47,NC3000
7906,1.41145,23,DMNT,14.5,NC3000,6,11.5,1.96,0.47,NC3000
7907,1.33608,23,DMNT,15,NC3000,6,11.5,1.96,0.47,NC3000
7908,1.35978,23,DMNT,15.5,NC3000,6,11.5,1.96,0.47,NC3000
7909,1.08967,23,DMNT,16,NC3000,6,11.5,1.96,0.47,NC3000
7910,1.02223,23,DMNT,16.5,NC3000,6,11.5,1.96,0.47,NC3000
7911,0.892037,23,DMNT,17,NC3000,6,11.5,1.96,0.47,NC3000
7912,1.11986,23,DMNT,17.5,NC3000,6,11.5,1.96,0.47,NC3000
7913,1.05684,23,DMNT,18,NC3000,6,11.5,1.96,0.47,NC3000
7914,1.61683,23,DMNT,18.5,NC3000,6,11.5,1.96,0.47,NC3000
7915,0.270921,23,DMNT,19,NC3000,6,11.5,1.96,0.47,NC3000
7916,0.481099,23,DMNT,19.5,NC3000,6,11.5,1.96,0.47,NC3000
7917,1.32702,23,DMNT,20,NC3000,6,11.5,1.96,0.47,NC3000
7918,0.807673,23,DMNT,20.5,NC3000,6,11.5,1.96,0.47,NC3000
7919,1.22726,23,DMNT,21,NC3000,6,11.5,1.96,0.47,NC3000
7920,1.14828,23,DMNT,21.5,NC3000,6,11.5,1.96,0.47,NC3000
8101,1e-08,30,DMNT,-0.5,a,0,NA,1.81,0.5,NC3000
8102,0.721217,30,DMNT,0,a,0,NA,1.81,0.5,NC3000
8103,0.727816,30,DMNT,0.5,a,0,NA,1.81,0.5,NC3000
8104,0.767934,30,DMNT,1,a,0,NA,1.81,0.5,NC3000
8105,1.11892,30,DMNT,1.5,a,0,NA,1.81,0.5,NC3000
8106,1e-08,30,DMNT,2,a,0,NA,1.81,0.5,NC3000
8107,0.989813,30,DMNT,2.5,a,0,NA,1.81,0.5,NC3000
8108,1e-08,30,DMNT,3,a,0,NA,1.81,0.5,NC3000
8109,1e-08,30,DMNT,3.5,a,0,NA,1.81,0.5,NC3000
8110,0.649243,30,DMNT,4,a,0,NA,1.81,0.5,NC3000
8111,1.44992,30,DMNT,4.5,a,0,NA,1.81,0.5,NC3000
8112,0.167595,30,DMNT,5,a,0,NA,1.81,0.5,NC3000
8113,1e-08,30,DMNT,5.5,a,0,NA,1.81,0.5,NC3000
